text,emotion,dialog_idx,utterance_idx,speaker,act,cleaned_text,original_emotion,mapped_emotion,emotion_id,is_augmented
That sounds dreadful!,anger,2044,17,0,inform,That sounds dreadful!,disgust,anger,3,False
Everything seems to be getting worse. I don't know what to do with it.,anger,974,1,0,inform,Everything seems to be getting worse. I do not know what to do with it.,disgust,anger,3,False
Too bad. I really like it.,anxiety,2202,2,0,inform,Too bad. I really like it.,fear,anxiety,1,False
Wow! Isn’t that dangerous?,excitement,319,4,1,question,Wow! Is not that dangerous?,surprise,excitement,10,False
Is it a horror movie?,anxiety,1454,1,0,question,Is it a horror movie?,fear,anxiety,1,False
Sorry. I'm afraid we can't. But you may order something else instead.,depression,522,9,1,commissive,Sorry. I am afraid we cannot. But you may order something else instead.,sadness,depression,0,False
It's my mother. She's sick and needs someone to take care of her. I'm the only one who can do it.,depression,623,12,1,inform,It is my mother. She is sick and needs someone to take care of her. I am the only one who can do it.,sadness,depression,0,False
That's not nice.,anger,1542,7,1,commissive,That is not nice.,anger,anger,3,False
It's really great to see you again. How about a drink tonight?,happiness,1022,7,0,directive,It is really great to see you again. How about a drink tonight?,happiness,happiness,8,False
"I decided to put him up while he's here, big mistake!",anger,1967,5,1,inform,"I decided to put him up while he is here, big mistake!",disgust,anger,3,False
They're incredibly selfish. They're always up until the wee hours of the night playing their music so loudly. I have to wear earplugs to fall asleep!,anger,127,2,0,inform,They are incredibly selfish. They are always up until the wee hours of the night playing their music so loudly. I have to wear earplugs to fall asleep!,anger,anger,3,False
No way. I will be scared out of my wits.,anxiety,1454,3,0,commissive,No way. I will be scared out of my wits.,fear,anxiety,1,False
"Not from this brand, I'm afraid.",depression,1023,8,0,inform,"Not from this brand, I am afraid.",sadness,depression,0,True
Too bad. I really like it.,anxiety,2202,2,0,inform,Too bad. I really like it.,fear,anxiety,1,False
Really? Are you sure? I called before and he was there.,excitement,1924,3,1,question,Really? Are you sure? I called before and he was there.,surprise,excitement,10,False
"Yes, there's one just on the other side of this building. Do you have any small change?",calm_neutral,1874,3,0,question,"Yes, there is one just on the other side of this building. Do you have any small change?",no emotion,calm_neutral,11,False
Fantastic! Please send him my congratulations.,happiness,714,8,0,directive,I really feel fantastic! please send him my congratulations.,happiness,happiness,8,True
A coffee grinder?,excitement,2422,2,1,question,A coffee grinder?,surprise,excitement,10,False
That sounds crazy. But they can't just change their mind about things like that.,excitement,880,7,1,inform,That sounds crazy. But they cannot just change their mind about things like that.,surprise,excitement,10,False
I think so. I set it by the radio this morning.,calm_neutral,1931,3,1,inform,I think so. I set it by the radio this morning.,no emotion,calm_neutral,11,False
It's the holidays! Everybody knows how hard it is to get tickets!,anger,2327,9,1,inform,It is the holidays! Everybody knows how hard it is to get tickets!,anger,anger,3,False
What a pity! I missed it again.,depression,1106,3,1,inform,"Honestly, What a pity! I missed it again.",sadness,depression,0,True
I’m down in spirits.,depression,2319,3,1,inform,I am down in spirits.,sadness,depression,0,False
You are very welcome.,happiness,264,7,1,inform,I really feel you are very welcome.,happiness,happiness,8,True
But that still sounds expensive.,depression,1374,8,1,inform,But that still sounds expensive.,sadness,depression,0,False
Unfortunately not. He was charged with a DUI when he was in university.,depression,2273,5,1,inform,Unfortunately not. He was charged with a DUI when he was in university.,sadness,depression,0,False
That's great. Thank you very much.,happiness,89,14,1,commissive,That is great. Thank you very much.,happiness,happiness,8,False
That's not nice.,anger,1542,7,1,commissive,That is not nice.,anger,anger,3,False
"Umm yes, I do. Those are violets, aren’t they?",happiness,2349,2,1,question,"Umm yes, I do. Those are violets, are not they?",happiness,happiness,8,False
"Yes, I know and I like it very much. I will take it.",happiness,1773,1,0,directive,"Yes, I know and I like it very much. I will take it.",happiness,happiness,8,False
How about drink?,calm_neutral,2413,8,1,question,How about drink?,no emotion,calm_neutral,11,False
I'm afraid I'm going to the gym for a workout.,depression,218,1,1,inform,I am afraid I am going to the gym for a workout.,sadness,depression,0,False
"Unfortunately not. If I can't find anything in the field, then I could also work in the tourism field.",calm_neutral,2150,7,1,inform,"Unfortunately not. If I cannot find anything in the field, then I could also work in the tourism field.",no emotion,calm_neutral,11,False
I don't like anything about it.,anger,1960,8,1,inform,I do not like anything about it.,disgust,anger,3,False
Didn't they announce that our flight was delayed?,excitement,1245,3,1,question,Did not they announce that our flight was delayed?,surprise,excitement,10,False
Are you sure? We could go Dutch.,excitement,414,14,1,question,Are you sure? We could go Dutch.,surprise,excitement,10,False
OK. How much?,calm_neutral,710,5,1,question,OK. How much?,no emotion,calm_neutral,11,False
Thank you very much.,happiness,1182,7,0,inform,Thank you very much.,happiness,happiness,8,False
Really? That's a straws in the wind.,excitement,1786,1,1,question,Really? That is a straws in the wind.,surprise,excitement,10,False
So that we can sit down together and listen to some music.,anger,1246,6,0,inform,"Lately, so that we can sit down together and listen to some music.",anger,anger,3,True
"Oh, I'm sorry I bothered you. I'm really sorry.",depression,1924,7,1,inform,"Oh, I am sorry I bothered you. I am really sorry.",sadness,depression,0,False
Are you kidding me? How could he behave like that?,excitement,2451,10,0,directive,Are you kidding me? How could he behave like that?,surprise,excitement,10,False
I went to the library and lost my bag.,depression,1380,3,1,inform,"Honestly, I went to the library and lost my bag.",sadness,depression,0,True
Don't rub it in. Where am I going to put this huge thing?,calm_neutral,1105,7,1,question,Do not rub it in. Where am I going to put this huge thing?,no emotion,calm_neutral,11,False
You'll never lose weight if you listen to your stomach.,calm_neutral,2508,1,1,inform,You will never lose weight if you listen to your stomach.,no emotion,calm_neutral,11,False
"I'm sorry, Dad.",depression,2538,9,1,inform,"I am sorry, Dad.",sadness,depression,0,False
I was told my girlfriend was speaking ill of me. That’s a real let-down.,depression,2030,3,0,inform,I was told my girlfriend was speaking ill of me. That is a real let-down.,sadness,depression,0,False
Here! Open mine first.,happiness,1822,6,0,commissive,Here! Open mine first.,happiness,happiness,8,False
"You went out and bought khakis, too!",anger,271,4,1,inform,"You went out and bought khakis, too!",anger,anger,3,False
Don't worry. I'm sure you'll do better next time.,happiness,1833,0,0,inform,Do not worry. I am sure you will do better next time.,happiness,happiness,8,False
What a shame! Didn't he realized that?,excitement,2451,12,0,question,What a shame! Did not he realized that?,surprise,excitement,10,False
"I didn't do well in last exams. If my father knows it, he will beat me up.",depression,440,3,1,inform,"I did not do well in last exams. If my father knows it, he will beat me up.",sadness,depression,0,False
What's the occasion? You won the lottery?,excitement,356,1,0,question,What is the occasion? You won the lottery?,surprise,excitement,10,False
Hi! I'm Nancy. Nice to meet you.,happiness,1330,1,1,inform,Hi! I am Nancy. Nice to meet you.,happiness,happiness,8,False
That's very good!,happiness,858,15,0,inform,That is very good!,happiness,happiness,8,False
Thanks so much. I owe you one.,happiness,1383,4,0,inform,Thanks so much. I owe you one.,happiness,happiness,8,False
Anytime before six p.m. tonight.,calm_neutral,890,15,0,directive,Anytime before six p.m. tonight.,no emotion,calm_neutral,11,False
You sound quite knowledgeable.,happiness,2156,7,1,inform,You sound quite knowledgeable.,happiness,happiness,8,False
"Good-bye, and thank you for shopping here.",happiness,233,7,1,commissive,"Good-bye, and thank you for shopping here.",happiness,happiness,8,False
Absolutely. Through all kinds of stamps I am able to learn about the world.,happiness,2164,7,1,inform,Absolutely. Through all kinds of stamps I am able to learn about the world.,happiness,happiness,8,False
"I'm serious, Zina. Back off. I have a bottle of pepper spray in my pocket.",anger,28,3,0,inform,"I am serious, Zina. Back off. I have a bottle of pepper spray in my pocket.",anger,anger,3,False
It's too expensive.,depression,1098,3,1,inform,I really feel it is too expensive.,sadness,depression,0,True
"Sorry, we can’t come down any more.",depression,1374,9,0,inform,"Sorry, we cannot come down any more.",sadness,depression,0,False
I know. I wonder what's keeping him.,depression,1970,4,0,inform,I know. I wonder what is keeping him.,sadness,depression,0,False
He is not answering. You'd better check his pulse and breathing.,anxiety,433,3,0,directive,He is not answering. You would better check his pulse and breathing.,fear,anxiety,1,False
"Oh, that’s a nice idea. Well, it’s fine if you take our picture.",happiness,1208,3,1,commissive,"Oh, that is a nice idea. Well, it is fine if you take our picture.",happiness,happiness,8,False
Is that right? We're very sorry.,depression,1241,3,1,question,Is that right? We are very sorry.,sadness,depression,0,False
"Oh, dad, I'm not a child. I'm seventeen already. I'll come back as soon as the film is over.",anger,1884,5,1,directive,"Oh, dad, I am not a child. I am seventeen already. I will come back as soon as the film is over.",anger,anger,3,False
"I need two wake-up calls, if you don't mind, one at seven and the other at seven fifteen.",calm_neutral,767,2,1,directive,"I need two wake-up calls, if you do not mind, one at seven and the other at seven fifteen.",no emotion,calm_neutral,11,False
"Good morning. I’m Mickey Huang, I have an appointment with Mr. wilson.",calm_neutral,2430,0,0,directive,"Lately, good morning. i am mickey huang, i have an appointment with mr. wilson.",no emotion,calm_neutral,11,True
Isn't that a bit excessive?,anger,1340,7,1,directive,Is not that a bit excessive?,anger,anger,3,False
