text,emotion,dialog_idx,utterance_idx,speaker,act
"Oh, yes. I get six Korean channels but nothing in English!",anger,2347,11,1,inform
"Excuse me, do you speak English?",no emotion,2348,0,1,question
"Yes, do you need some help?",no emotion,2348,1,0,question
"Actually, yes. Could you show me how to use my key card?",no emotion,2348,2,1,question
"Yes, sure. You need to put your card in the slot.",no emotion,2348,3,0,directive
"OK, like this?",no emotion,2348,4,1,question
That’s right. Then wait for the green light and turn the handle.,no emotion,2348,5,0,directive
"Oh, it’s open. Thank you very much.",happiness,2348,6,1,commissive
Your garden is looking beautiful this summer. The flowers are really colorful.,happiness,2349,0,1,inform
"Thank you. I have roses, tulips, and daffodils. Do you like the rockery with the smaller flowers?",happiness,2349,1,0,question
"Umm yes, I do. Those are violets, aren’t they?",happiness,2349,2,1,question
"Yes, they are. This afternoon, I’m going to prune the hedge.",happiness,2349,3,0,inform
The lower branches on that tree are hanging very low. Would you like me to cut them off for you?,happiness,2349,4,1,directive
Thank you! That would be very kind of you. I have a saw in my garden shed.,happiness,2349,5,0,commissive
"When the lower branches are removed, you’ll be able to sit under the tree.",happiness,2349,6,1,inform
"Tomorrow, I’ll cut the grass. Then the garden will lock perfect.",happiness,2349,7,0,inform
Just make sure children don’t play in the flower beds and destroy the flowers.,happiness,2349,8,1,inform
"Hi, I’m Ray, your tenant in Room two-o-nine.",no emotion,2350,0,0,inform
Hi. What’s up?,no emotion,2350,1,1,question
"There’re some problems in my apartment. First, the faucet in the bathtub drips constantly.",no emotion,2350,2,0,inform
"OK, I’ll ask my plumber to come by and fix it today. What else?",no emotion,2350,3,1,question
One of the burners on the stove doesn’t work.,no emotion,2350,4,0,inform
What’s the matter with it?,no emotion,2350,5,1,question
I can’t control the temperature.,no emotion,2350,6,0,inform
I’ll get an electrician to repair it as soon as possible. Is that everything?,no emotion,2350,7,1,question
"Well, there’s one more thing. The telephone is dead.",no emotion,2350,8,0,inform
I’m sorry. There’s nothing I can do about that. You’ve got to call the phone company.,no emotion,2350,9,1,inform
OK. Thank you very much.,happiness,2350,10,0,inform
You’re welcome.,happiness,2350,11,1,inform
( A stranger stops to help ) Everything OK?,no emotion,2351,0,1,question
No! Umm my tour bus got a speeding ticket not ten minutes ago. Now my engine is on fire!,sadness,2351,1,0,inform
I think that's just steam. Your engine's overheated.,no emotion,2351,2,1,inform
Do you know a lot about cars?,no emotion,2351,3,0,question
A little bit. I'll take a look if you want me to.,no emotion,2351,4,1,directive
Please. Thank you so much for stopping.,happiness,2351,5,0,commissive
"Yeah, she's hot. Radiator's leaking. Looks like you were running her pretty hard.",no emotion,2351,6,1,inform
That must have been just before I got the speeding ticket.,no emotion,2351,7,0,inform
"Did you have an accident recently... Hey, wait a second! I know this car!",no emotion,2351,8,1,question
You do?,no emotion,2351,9,0,question
I ran into it a couple of weeks ago. What do you know? Name's Hal.,no emotion,2351,10,1,question
"I'm Akimbo. Nice to meet you, I guess.",no emotion,2351,11,0,inform
"Boy, I'm sure sorry about your car. Hey, Akimbo, I wonder if you'd like to make a deal?",no emotion,2351,12,1,question
What kind of deal?,no emotion,2351,13,0,question
I'd like to give you cash for the damage to your car.,no emotion,2351,14,1,inform
You don't want your insurance company to pay for it?,no emotion,2351,15,0,question
I'd rather not. They'll raise my rates. It'll cost me more in the long run.,no emotion,2351,16,1,inform
"If you give me cash, do you care if I don't fix the car?",no emotion,2351,17,0,question
"Hell, I don't care. Just don't submit a report to your insurancecompany.",no emotion,2351,18,1,directive
"It's a deal, Hal. Thanks again for stopping to help. And thanks for smashing my car!",happiness,2351,19,0,commissive
Does anyone need a drink?,no emotion,2352,0,1,question
I'll take one. How's the cooler situation ?,no emotion,2352,1,0,question
"It's still stocked, and there's plenty of ice. Here you are-cheers!",no emotion,2352,2,1,inform
"Cheers. You guys didn't drive, did you?",no emotion,2352,3,0,question
"No, we walked. Why, do you need us to carry some stuff home later?",no emotion,2352,4,1,question
"No, it's just that it's a holiday. Umm with everyone out partying, there's a lot of drunk driving.",no emotion,2352,5,0,inform
"Hello, may I help you?",no emotion,2353,0,1,question
Yes. We're interested in seeing the rooms for rent.,no emotion,2353,1,0,directive
"Oh, how nice. They're bright rooms and the house is very quiet.",no emotion,2353,2,1,commissive
A nice quiet house is exactly what we're looking for.,no emotion,2353,3,0,inform
"Well, gentleman. Each room is fourty dollars a week if you think that's OK.",no emotion,2353,4,1,inform
That sounds just wonderful to us.,happiness,2353,5,0,inform
When do you want to move in?,no emotion,2353,6,1,question
How about this afternoon?,no emotion,2353,7,0,directive
Fine. I'll be expecting you around two.,happiness,2353,8,1,commissive
What should we do this Saturday?,no emotion,2354,0,1,question
Rocky six is supposed to come out this Friday.,no emotion,2354,1,0,inform
"Yeah, but I don't know if it is going to be any good.",no emotion,2354,2,1,inform
The only reason I want to see it is because I have seen the previous five.,no emotion,2354,3,0,inform
True. Ok. Let's see it this Saturday.,no emotion,2354,4,1,inform
"How about we hook up for lunch at twelve, and then go see the movie afterwards.",happiness,2354,5,0,directive
"Sounds like a plan. Umm, let's meet in front of Tower Records at twelve.",happiness,2354,6,1,commissive
Is there any meat?,no emotion,2355,0,0,question
"Yes, just tinned meat.",no emotion,2355,1,1,inform
Is it chicken?,no emotion,2355,2,0,question
"No, it’s beef.",no emotion,2355,3,1,inform
Is it ready to eat?,no emotion,2355,4,0,question
"Well, you’d better heat it before you eat it.",no emotion,2355,5,1,directive
Have you ever sung with a karaoke?,no emotion,2356,0,1,question
"Yes, I do it quite often.",no emotion,2356,1,0,inform
Karaoke has become a major entertainment. I wonder why.,no emotion,2356,2,1,question
"Simple, it's fun.",no emotion,2356,3,0,inform
"How much fun is there in singing in front of other people, especially if you don't sing well?",no emotion,2356,4,1,question
"Ah, that's the biggest fun of all. You see, even though you're not a good singer, people will listen to you.",no emotion,2356,5,0,inform
I wouldn't do that.,no emotion,2356,6,1,inform
But I like the feeling.,no emotion,2356,7,0,inform
"Besides, yours don't have side pockets like mine.",no emotion,2357,0,0,inform
Cool! They're big! What have you got in there?,happiness,2357,1,1,question
Just the necessities,no emotion,2357,2,0,inform
Are you planning a trip to the Outback?,no emotion,2357,3,1,question
"No, but you never know when you'll need a flashlight.",no emotion,2357,4,0,inform
"Well, my pants are very slimming. They're capris.",no emotion,2357,5,1,inform
"We are very interested in your printed pure silk scarves, so could you introduce us your prices?",no emotion,2358,0,1,directive
Thank you for inquiring. Umm but your enquiry is too vague to reply.,no emotion,2358,1,0,commissive
Please send us your best offer and state payment terms and time of shipment.,no emotion,2358,2,1,directive
OK. I need to discuss it with our manager. We'll let you have our firm offer next week.,no emotion,2358,3,0,directive
I'm waiting. Your early offer will be highly appreciated.,no emotion,2358,4,1,directive
OK. I will reply to you as soon as possible.,no emotion,2358,5,0,commissive
Good afternoon! Where to?,no emotion,2359,0,1,question
Tian'anmen Square.,no emotion,2359,1,0,inform
You are going to Tian'anmen Square. No problem.,no emotion,2359,2,1,inform
How long will it take? We are in a great hurry.,no emotion,2359,3,0,question
"Around twenty minutes, but it all depends on the traffic.",no emotion,2359,4,1,inform
Hope there is no traffic jam.,no emotion,2359,5,0,inform
"By this time, it's better. The rush hour is over.",no emotion,2359,6,1,inform
Could you drop us off on that corner?,no emotion,2359,7,0,directive
Sure thing. Here we are.,no emotion,2359,8,1,commissive
How much do we owe you?,no emotion,2359,9,0,question
Eight yuan twenty cents.,no emotion,2359,10,1,inform
"Here is ten yuan. Keep the change, please.",no emotion,2359,11,0,directive
Thank you. Have a nice day.,happiness,2359,12,1,commissive
Thanks and you too.,happiness,2359,13,0,inform
"Dave, wake up.",no emotion,2360,0,1,inform
Which? Zina? What time is it?,no emotion,2360,1,0,question
It's seven-thirty. I want to know who left this note on my desk.,no emotion,2360,2,1,inform
What note? I can't see. I just pulled an all-nighter.,no emotion,2360,3,0,question
"It's a little green post-it note, stuck right in the middle of my computer screen.",no emotion,2360,4,1,inform
"And? What does it say? Umm, isn't there a name?",no emotion,2360,5,0,question
"It says, Zina, I like how you rhumba. An admirer.",no emotion,2360,6,1,inform
Let's decide what to order.,no emotion,2361,0,1,directive
I'll have a hamburger.,no emotion,2361,1,0,commissive
The works?,no emotion,2361,2,1,question
"No, just tomatoes, please. And large fries.",no emotion,2361,3,0,inform
Anything to drink?,no emotion,2361,4,1,question
A small cola.,no emotion,2361,5,0,inform
I'll have a sandwich and small fries. Would you like to have some desserts?,no emotion,2361,6,1,question
Apple pie is my favorite dessert.,no emotion,2361,7,0,inform
I'd like to have an ice cream.,no emotion,2361,8,1,inform
There's a new restaurant opening up in town next month.,happiness,2362,0,0,inform
What kind of food will they be serving?,no emotion,2362,1,1,question
"My favorite, Mexican. And I've heard that the head chef is from San Paulo.",happiness,2362,2,0,inform
It sounds like this is going to be authentic Mexican food.,happiness,2362,3,1,inform
I can hardly wait!,happiness,2362,4,0,inform
Do you know the day they plan to open?,no emotion,2362,5,1,question
I'll double check the announcement.,no emotion,2362,6,0,inform
Maybe we can make reservations ahead of time?,no emotion,2362,7,1,question
"What do you want, Essie?",no emotion,2363,0,0,question
A cup of coffee and an apple pie. How about you?,no emotion,2363,1,1,question
I don't want coffee. I'd like some orange juice.,no emotion,2363,2,0,inform
Why don't you drink coffee?,no emotion,2363,3,1,question
I don't like coffee in this cafe.,no emotion,2363,4,0,inform
It does taste weird.,no emotion,2363,5,1,inform
Umm most people think so.,no emotion,2363,6,0,inform
May I try this on?,no emotion,2364,0,1,directive
Sure. The color is perfect for you.,happiness,2364,1,0,commissive
What material is it made of?,no emotion,2364,2,1,question
It's made of cotton.,no emotion,2364,3,0,inform
That's good. Cotton is soft and flexible.,happiness,2364,4,1,inform
"How many people are traveling with you today, miss?",no emotion,2365,0,0,question
Just me. I'm traveling alone.,no emotion,2365,1,1,inform
And how many bags do you have?,no emotion,2365,2,0,question
Just one carry-on and one that I want to check.,no emotion,2365,3,1,inform
You must be going to some island to relax in the sun where all you need is a swim suit and a toothbrush.,no emotion,2365,4,0,inform
That's right.,no emotion,2365,5,1,inform
"Well, you have fun.",happiness,2365,6,0,inform
I will have fun.,happiness,2365,7,1,inform
"Hey, Jack, I'd better go now.",no emotion,2366,0,1,inform
Is your boss coming by?,no emotion,2366,1,0,question
Right! And I have to finish the report by five:thirty p.m.,no emotion,2366,2,1,inform
"Okay. Get back to your work, and call me back this evening.",no emotion,2366,3,0,directive
"Okay, no problem. Bye!",no emotion,2366,4,1,commissive
See? That wasn't so bad.,no emotion,2367,0,0,inform
Easy for you to say. My bottom still stings.,no emotion,2367,1,1,inform
It might be sore for a while. You'll be OK. Now let's go home and rest.,no emotion,2367,2,0,directive
